id,StateDesc,CityName,1P:No Annual Checkup:Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,3O:Arthritis:Arthritis among adults aged >=18 Years,2B:Binge Drinking:Binge drinking among adults aged >=18 Years,3O:Chronic Pulmonary Disease:Chronic obstructive pulmonary disease among adults aged >=18 Years,3O:Cancer:Cancer (excluding skin cancer) among adults aged >=18 Years,1P:No Cholesterol Screening:Cholesterol screening among adults aged >=18 Years,3O:Chronic Kidney Disease:Chronic kidney disease among adults aged >=18 Years,"1P:No Colorectal Cancer Screening:Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years","1P:No Preventive services-older men:Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening","1P:No Preventive services-older women:Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",3O:Coronary Heart Disease:Coronary heart disease among adults aged >=18 Years,3O:Asthma:Current asthma among adults aged >=18 Years,2B:Current Smoking:Current smoking among adults aged >=18 Years,1P:No Dental Visit:Visits to dentist or dental clinic among adults aged >=18 Years,3O:Diabetes:Diagnosed diabetes among adults aged >=18 Years,1P:No Health Insurance:Current lack of health insurance among adults aged 18–64 Years,3O:High Blood Pressure:High blood pressure among adults aged >=18 Years,3O:High Cholesterol:High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,1P:No Mammography:Mammography use among women aged 50–74 Years,3O:Mental Health:Mental health not good for >=14 days among adults aged >=18 Years,2B:Obesity:Obesity among adults aged >=18 Years,1P:No Pap Smear Test:Papanicolaou smear use among adult women aged 21–65 Years,3O:Physical Health:Physical health not good for >=14 days among adults aged >=18 Years,2B:Physical Inactivity:No leisure-time physical activity among adults aged >=18 Years,2B:Sleep < 7 hours:Sleeping less than 7 hours among adults aged >=18 Years,3O:Stroke:Stroke among adults aged >=18 Years,1P:Not Taking BP Medication:Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,3O:All Teeth Lost:All teeth lost among adults aged >=65 Years,CityFIPS,PopulationCount,health_score,city_ascii,state_name,lat,lng,county_fips,county_name,cz,czname,statename,stateabbrv_x,life_q1_f,life_q2_f,life_q3_f,life_q4_f,life_q1_m,life_q2_m,life_q3_m,life_q4_m,expectancy_f,expectancy_m,"4L:Life Expectancy Top 25%:Life expectancy in years, Top Quartile Income","4L:Life Expectancy Bottom 25%:Life expectancy in years, Bottom Quartile Income",4L:Life Expectancy Average: Average Life Expectancy in Years,disparity_m,disparity_f,disparity_avg,FIPS,stateabbrv_y,health_rank
420,Florida,Melbourne,26.400000000000006,27.6,15.7,8.2,7.9,21.099999999999994,3.0,35.400000000000006,66.7,69.6,7.7,8.7,19.0,38.2,11.2,17.099999999999994,32.9,39.6,24.5,13.2,30.0,20.5,14.1,26.3,36.5,3.7,20.0,15.0,1243975,76068,49,Melbourne,Florida,28.0836269,-80.6081089,12009,Brevard,7300.0,Palm Bay,Florida,FL,82.21,83.97,86.0,87.57,75.95,79.81,81.99,84.73,84.9,80.6,86.2,79.1,82.8,8.8,5.4,7.1,12009,FL,367
421,California,Indio,37.2,21.0,16.8,5.8,5.7,30.099999999999994,3.0,42.3,74.5,74.1,6.2,8.6,15.8,44.6,11.4,22.5,30.2,35.6,24.5,13.9,30.2,21.299999999999997,14.9,26.6,37.8,3.1,31.099999999999994,14.2,0636448,76036,50,Indio,California,33.7205771,-116.2155619,06065,Riverside,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06065,CA,342
422,Minnesota,Brooklyn Park,30.099999999999994,17.9,19.3,4.2,5.2,27.200000000000003,2.1,35.900000000000006,70.8,65.3,4.1,8.4,17.7,31.400000000000006,7.6,10.099999999999994,25.3,30.8,23.099999999999994,10.0,25.2,18.099999999999994,9.5,21.5,33.1,2.3,26.700000000000003,9.7,2707966,75781,75,Brooklyn Park,Minnesota,45.0941315,-93.3563405,27053,Hennepin,21501.0,Minneapolis,Minnesota,MN,81.75,84.4,86.51,88.06,77.16,80.82,83.6,86.16,85.2,81.9,87.1,79.5,83.6,9.0,6.3,7.6,27053,MN,95
423,Massachusetts,Somerville,27.799999999999997,16.0,19.8,4.2,4.6,26.900000000000006,1.9,30.099999999999994,67.7,70.0,3.5,10.1,15.2,30.099999999999994,6.0,7.700000000000003,21.2,27.5,18.400000000000006,11.9,21.9,15.5,8.3,22.1,34.6,1.8,29.799999999999997,16.7,2562535,75754,85,Somerville,Massachusetts,42.3875968,-71.0994968,25017,Middlesex,20500.0,Boston,Massachusetts,MA,83.18,84.25,86.02,87.92,78.15,80.49,82.94,85.63,85.3,81.8,86.8,80.7,83.6,7.5,4.7,6.1,25017,MA,29
424,Virginia,Lynchburg,25.900000000000006,22.8,15.4,6.9,6.0,29.0,2.8,36.6,64.9,68.3,5.9,9.5,20.3,38.3,10.4,15.599999999999994,31.3,35.4,24.200000000000003,13.0,29.5,20.900000000000006,11.9,27.5,36.6,3.4,22.5,16.9,5147672,75568,56,Lynchburg,Virginia,37.4137536,-79.1422464,51680,Lynchburg (city),2300.0,Lynchburg,Virginia,VA,81.69,84.93,86.3,88.07,75.48,79.86,83.04,85.25,85.2,80.9,86.7,78.6,83.1,9.8,6.4,8.1,51680,VA,291
425,California,Tustin,36.4,14.6,16.9,3.9,4.8,26.700000000000003,2.2,39.4,74.0,70.7,4.0,7.7,12.6,34.900000000000006,8.1,14.299999999999997,23.1,31.5,20.099999999999994,11.4,20.3,20.400000000000006,10.7,19.1,33.1,2.1,33.599999999999994,9.3,0680854,75540,78,Tustin,California,33.7458511,-117.82616599999999,06059,Orange,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06059,CA,68
426,California,Baldwin Park,38.0,15.7,16.6,4.2,4.0,31.599999999999994,2.6,51.2,80.4,79.8,4.6,8.0,14.5,47.8,11.7,24.900000000000006,25.8,33.7,24.799999999999997,13.7,25.8,22.900000000000006,13.7,25.9,39.2,2.4,34.3,12.6,0603666,75390,56,Baldwin Park,California,34.0852868,-117.96089779999998,06037,Los Angeles,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06037,CA,286
427,Florida,Palm Coast,25.599999999999994,29.5,15.1,8.6,8.6,18.700000000000003,3.2,33.099999999999994,64.0,71.5,8.6,8.6,18.3,38.3,12.3,16.799999999999997,37.4,40.9,24.799999999999997,12.9,28.1,21.799999999999997,14.4,27.1,34.0,3.9,18.599999999999994,13.9,1254200,75180,47,Palm Coast,Florida,29.584973600000005,-81.2078411,12035,Flagler,7500.0,Deltona,Florida,FL,81.86,84.5,84.98,86.79,75.92,80.02,82.13,84.48,84.5,80.6,85.6,78.9,82.6,8.6,4.9,6.7,12035,FL,390
428,Illinois,Arlington Heights,30.099999999999994,22.8,22.9,4.7,7.9,16.5,2.4,33.400000000000006,61.8,66.1,5.6,7.8,12.5,25.900000000000006,7.8,7.200000000000003,29.4,36.4,22.700000000000003,8.6,24.7,16.5,8.8,20.0,29.6,2.4,23.599999999999994,8.9,1702154,75101,75,Arlington Heights,Illinois,42.0883603,-87.9806265,17031,Cook,24300.0,Chicago,Illinois,IL,82.41,83.84,85.15,87.27,77.71,79.75,81.97,84.59,84.7,81.0,85.9,80.1,82.8,6.9,4.9,5.8,17031,IL,101
429,Idaho,Meridian,39.5,22.3,17.0,4.6,5.9,26.599999999999994,2.1,36.4,67.8,67.9,4.4,9.1,13.7,31.299999999999997,6.9,13.099999999999994,26.6,34.5,29.099999999999994,10.6,26.9,19.700000000000003,9.9,16.9,29.1,2.2,37.0,12.1,1652120,75092,73,Meridian,Idaho,43.61210870000001,-116.39151310000001,16001,Ada,35801.0,Boise,Idaho,ID,82.81,85.87,86.38,88.35,78.07,82.13,84.28,86.83,85.9,82.8,87.6,80.4,84.4,8.8,5.5,7.2,16001,ID,108
430,Florida,Deerfield Beach,27.0,27.4,14.7,8.6,8.2,21.299999999999997,3.3,38.4,70.4,74.5,8.2,8.5,19.4,41.4,12.8,21.900000000000006,36.6,40.3,25.799999999999997,14.0,29.1,22.299999999999997,15.6,31.1,37.8,4.2,21.299999999999997,14.6,1216725,75018,40,Deerfield Beach,Florida,26.318412300000002,-80.0997657,12011,Broward,7000.0,Miami,Florida,FL,85.77,85.77,86.37,87.54,79.96,81.59,82.79,85.14,86.4,82.4,86.3,82.9,84.4,5.2,1.8,3.4,12011,FL,437
431,Pennsylvania,Bethlehem,27.400000000000006,27.2,16.9,6.6,6.8,28.200000000000003,2.7,37.9,66.3,70.1,6.5,9.6,19.6,38.0,10.2,15.400000000000006,31.0,34.6,24.900000000000006,12.7,32.1,22.200000000000003,12.3,29.4,37.5,3.1,22.799999999999997,15.7,4206088,74982,53,Bethlehem,Pennsylvania,40.6259316,-75.3704579,42095,Northampton,19000.0,Allentown,Pennsylvania,PA,82.39,84.64,86.49,88.34,75.76,80.39,83.05,85.4,85.5,81.2,86.9,79.1,83.4,9.6,6.0,7.8,42095,PA,312
432,Oregon,Medford,37.3,28.0,16.3,7.6,7.6,29.900000000000006,3.1,42.3,68.8,74.7,7.1,10.6,21.0,42.3,10.5,15.0,30.4,38.6,29.799999999999997,15.1,29.1,23.799999999999997,15.5,20.2,32.3,3.7,26.5,17.3,4147000,74907,46,Medford,Oregon,42.3265153,-122.8755949,41029,Jackson,36800.0,Medford,Oregon,OR,82.84,84.79,86.02,87.37,78.23,81.7,84.42,87.92,85.3,83.1,87.6,80.5,84.2,9.7,4.5,7.1,41029,OR,400
433,California,Chino Hills,32.599999999999994,15.9,16.2,3.3,4.6,20.400000000000006,1.9,36.6,70.6,68.5,3.4,7.4,10.8,29.5,7.8,8.5,24.7,32.3,19.700000000000003,9.3,22.0,16.700000000000003,8.9,18.6,35.0,1.7,32.599999999999994,7.1,0613214,74799,86,Chino Hills,California,33.993796,-117.75888400000001,06071,San Bernardino,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06071,CA,23
434,Illinois,Evanston,31.599999999999994,18.3,23.6,3.9,5.9,23.299999999999997,2.2,34.2,63.7,68.4,4.3,8.4,12.6,29.599999999999994,7.2,8.700000000000003,26.1,32.0,21.5,9.2,25.3,17.799999999999997,8.0,19.4,31.7,2.2,26.799999999999997,9.5,1724582,74486,78,Evanston,Illinois,42.0411414,-87.69005870000001,17031,Cook,24300.0,Chicago,Illinois,IL,82.41,83.84,85.15,87.27,77.71,79.75,81.97,84.59,84.7,81.0,85.9,80.1,82.8,6.9,4.9,5.8,17031,IL,71
435,Michigan,Kalamazoo,34.400000000000006,22.3,19.5,7.2,4.9,36.6,2.7,35.2,65.1,69.6,5.4,11.4,23.6,39.1,8.6,16.400000000000006,26.4,31.8,24.299999999999997,14.9,32.6,23.5,12.7,25.5,34.4,3.0,28.799999999999997,15.4,2642160,74262,54,Kalamazoo,Michigan,42.291706899999994,-85.5872286,26077,Kalamazoo,12100.0,Kalamazoo,Michigan,MI,80.38,84.43,85.82,87.62,75.3,79.73,83.47,85.53,84.6,81.0,86.6,77.8,82.8,10.2,7.2,8.8,26077,MI,303
436,Illinois,Schaumburg,32.099999999999994,19.3,23.5,4.3,6.2,20.099999999999994,2.1,35.900000000000006,64.2,67.7,4.6,7.8,13.7,29.400000000000006,7.4,8.599999999999994,26.5,33.9,22.900000000000006,9.1,24.1,18.799999999999997,8.5,20.8,32.3,2.1,26.700000000000003,10.1,1768003,74227,77,Schaumburg,Illinois,42.0333608,-88.0834059,17031,Cook,24300.0,Chicago,Illinois,IL,82.41,83.84,85.15,87.27,77.71,79.75,81.97,84.59,84.7,81.0,85.9,80.1,82.8,6.9,4.9,5.8,17031,IL,77
437,California,Mountain View,36.7,13.4,17.4,3.0,5.3,21.299999999999997,2.0,33.599999999999994,70.3,67.2,3.4,7.1,9.0,24.400000000000006,6.4,7.799999999999997,20.3,27.7,21.5,8.5,18.4,16.099999999999994,7.7,14.9,31.7,1.7,34.099999999999994,6.0,0649670,74066,95,Mountain View,California,37.3860517,-122.08385109999999,06085,Santa Clara,37500.0,San Jose,California,CA,85.7,85.77,86.49,88.26,81.18,82.22,83.97,86.16,86.6,83.4,87.2,83.4,85.0,5.0,2.6,3.8,06085,CA,3
438,Washington,Kennewick,39.1,24.3,18.2,7.0,6.1,32.400000000000006,2.7,36.3,70.6,66.3,5.8,10.3,18.5,38.9,9.0,16.299999999999997,29.4,39.7,28.200000000000003,13.6,30.8,23.400000000000006,13.4,22.3,33.1,3.0,32.0,15.5,5335275,73917,53,Kennewick,Washington,46.2112458,-119.1372338,53005,Benton,39100.0,Kennewick,Washington,WA,81.81,84.45,86.17,87.05,77.62,80.28,83.12,85.08,84.9,81.5,86.1,79.7,83.2,7.5,5.2,6.4,53005,WA,322
439,California,Alameda,33.8,19.5,15.3,4.1,6.2,20.0,2.3,33.8,66.9,70.8,4.5,8.3,10.7,29.799999999999997,8.2,7.599999999999994,25.8,31.4,23.200000000000003,9.4,17.7,19.099999999999994,9.4,16.7,32.2,2.3,27.400000000000006,7.6,0600562,73812,84,Alameda,California,37.7652065,-122.2416355,06001,Alameda,37800.0,San Francisco,California,CA,84.56,85.18,86.35,88.11,79.71,81.49,83.31,85.79,86.1,82.6,87.0,82.1,84.4,6.1,3.5,4.9,06001,CA,33
440,California,Upland,32.900000000000006,20.6,16.1,5.1,5.8,23.400000000000006,2.6,37.0,69.3,70.9,5.1,8.5,14.0,36.3,9.4,12.599999999999994,29.1,35.0,22.099999999999994,11.8,27.5,17.5,12.1,22.3,35.1,2.6,30.299999999999997,9.9,0681344,73732,68,Upland,California,34.09751,-117.64838759999999,06071,San Bernardino,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06071,CA,168
441,Arkansas,Fayetteville,37.1,16.9,16.7,5.3,4.5,35.8,2.0,42.8,65.8,68.9,4.3,9.6,20.5,40.9,6.5,12.400000000000006,24.9,29.9,31.200000000000003,13.3,26.1,24.0,10.6,25.9,33.3,2.0,31.200000000000003,15.8,0523290,73580,67,Fayetteville,Arkansas,36.0625795,-94.1574263,05143,Washington,30300.0,Fayetteville,Arkansas,AR,81.04,83.63,85.46,87.17,76.15,79.77,82.75,83.83,84.3,80.6,85.5,78.6,82.4,7.7,6.1,6.9,05143,AR,176
442,Illinois,Bolingbrook,35.7,20.0,20.8,4.5,4.6,25.200000000000003,2.1,41.1,70.7,74.3,4.3,9.0,16.3,33.5,9.1,12.299999999999997,27.4,32.5,26.0,10.8,30.8,18.400000000000006,10.1,27.6,38.8,2.2,28.400000000000006,13.7,1707133,73366,64,Bolingbrook,Illinois,41.6986416,-88.0683955,17197,Will,24300.0,Chicago,Illinois,IL,82.41,83.84,85.15,87.27,77.71,79.75,81.97,84.59,84.7,81.0,85.9,80.1,82.8,6.9,4.9,5.8,17197,IL,207
443,Connecticut,New Britain,28.299999999999997,23.9,15.3,7.0,5.9,27.799999999999997,2.7,39.6,70.8,69.8,6.1,11.7,20.7,35.599999999999994,10.4,17.200000000000003,31.5,36.1,23.400000000000006,15.0,31.1,18.700000000000003,14.3,29.8,36.9,3.2,27.799999999999997,19.3,0950370,73206,51,New Britain,Connecticut,41.6612104,-72.77954190000001,09003,Hartford,20901.0,Bridgeport,Connecticut,CT,82.61,84.4,86.09,87.95,77.37,80.43,82.98,85.79,85.3,81.6,86.9,80.0,83.4,8.4,5.3,6.9,09003,CT,334
444,Ohio,Canton,28.400000000000006,31.4,15.4,10.7,6.5,29.099999999999994,3.3,46.2,69.5,74.0,8.2,11.3,27.3,48.8,13.7,15.299999999999997,36.8,36.4,27.599999999999994,16.2,37.8,27.200000000000003,16.9,33.3,41.1,4.5,20.400000000000006,24.5,3912000,73007,28,Canton,Ohio,40.7989473,-81.378447,39151,Stark,15000.0,Canton,Ohio,OH,81.9,84.76,86.57,87.79,75.92,80.67,82.9,84.91,85.3,81.1,86.4,78.9,83.2,9.0,5.9,7.5,39151,OH,486
445,Utah,St. George,40.4,25.8,10.5,5.6,7.7,33.3,3.0,33.0,67.8,69.9,7.1,9.0,9.9,33.400000000000006,9.0,14.799999999999997,29.6,38.9,29.299999999999997,11.1,25.0,26.0,11.9,21.7,30.4,3.4,25.200000000000003,13.0,4965330,72897,62,St. George,Utah,37.104147600000005,-113.5841233,49053,Washington,35901.0,St. George,Utah,UT,83.75,85.96,87.31,88.18,79.0,82.59,84.95,87.78,86.3,83.6,88.0,81.4,84.9,8.8,4.4,6.6,49053,UT,220
446,Wisconsin,Appleton,31.200000000000003,21.6,23.7,5.2,6.3,24.799999999999997,2.3,31.5,68.5,66.9,5.3,9.4,18.2,29.0,7.4,9.099999999999994,27.0,33.5,22.299999999999997,10.9,30.2,16.700000000000003,10.8,21.5,28.7,2.5,26.599999999999994,12.7,5502375,72623,68,Appleton,Wisconsin,44.2619309,-88.4153847,55087,Outagamie,22500.0,Appleton,Wisconsin,WI,81.51,84.94,86.51,87.66,75.47,80.65,83.38,85.59,85.2,81.3,86.6,78.5,83.2,10.1,6.1,8.1,55087,WI,167
447,California,Folsom,37.2,19.1,22.0,3.8,5.7,21.900000000000006,1.9,30.900000000000006,67.5,66.9,3.9,8.8,11.9,27.400000000000006,6.5,7.299999999999997,25.7,29.1,18.099999999999994,9.9,22.3,13.099999999999994,8.8,14.9,30.5,1.9,35.2,7.6,0624638,72203,86,Folsom,California,38.6779591,-121.17605829999998,06067,Sacramento,37400.0,Sacramento,California,CA,82.63,84.24,85.7,87.86,78.31,80.66,83.03,85.34,85.1,81.8,86.6,80.5,83.4,7.0,5.2,6.1,06067,CA,26
448,California,San Ramon,33.099999999999994,15.8,17.4,2.8,5.4,17.700000000000003,1.8,30.200000000000003,68.2,66.5,3.1,7.3,8.8,21.400000000000006,6.2,5.299999999999997,21.2,29.9,19.099999999999994,8.1,16.8,14.599999999999994,7.2,13.3,33.2,1.5,32.7,4.9,0668378,72148,99,San Ramon,California,37.7799273,-121.9780153,06013,Contra Costa,37800.0,San Francisco,California,CA,84.56,85.18,86.35,88.11,79.71,81.49,83.31,85.79,86.1,82.6,87.0,82.1,84.4,6.1,3.5,4.9,06013,CA,1
449,Michigan,Wyoming,32.599999999999994,25.3,20.8,7.0,5.7,28.700000000000003,2.4,35.3,64.8,62.3,5.6,10.3,22.3,33.599999999999994,9.1,16.400000000000006,28.4,34.6,21.200000000000003,13.5,31.2,18.799999999999997,12.9,24.7,35.0,2.7,28.299999999999997,14.4,2688940,72125,57,Wyoming,Michigan,42.9133602,-85.7053085,26081,Kent,12200.0,Grand Rapids,Michigan,MI,81.32,85.0,86.48,88.15,76.13,81.06,83.54,85.95,85.2,81.7,87.1,78.7,83.4,9.8,6.8,8.4,26081,MI,277
450,Louisiana,Lake Charles,26.5,27.1,14.8,8.0,6.4,27.200000000000003,3.2,40.4,68.1,67.0,7.6,9.7,23.1,49.8,13.8,20.299999999999997,41.5,39.2,24.5,15.2,40.3,20.5,15.3,34.9,38.3,4.4,18.099999999999994,23.0,2241155,71993,32,Lake Charles,Louisiana,30.226594899999995,-93.21737590000001,22019,Calcasieu,3700.0,Lake Charles,Louisiana,LA,80.2,83.72,83.93,86.0,74.5,78.16,81.07,82.42,83.5,79.0,84.2,77.4,81.2,7.9,5.8,6.8,22019,LA,480
451,Texas,Baytown,32.599999999999994,20.9,16.1,6.7,5.5,30.700000000000003,2.8,45.2,72.1,70.9,6.3,9.0,18.8,47.0,12.4,29.299999999999997,31.3,38.9,27.799999999999997,13.0,34.3,24.700000000000003,13.9,33.2,36.0,3.3,25.799999999999997,16.7,4806128,71802,41,Baytown,Texas,29.735504700000003,-94.97742740000001,48201,Harris,32000.0,Houston,Texas,TX,82.21,83.72,85.16,87.58,77.14,79.53,81.69,85.08,84.7,80.9,86.3,79.7,82.8,7.9,5.4,6.6,48201,TX,435
452,North Carolina,Gastonia,27.200000000000003,28.5,13.2,8.6,6.7,22.599999999999994,3.1,37.6,66.1,65.5,7.5,9.5,23.1,45.1,11.9,22.200000000000003,37.6,38.4,24.299999999999997,14.2,32.7,19.400000000000006,15.9,31.0,38.4,4.2,21.400000000000006,22.4,3725580,71741,41,Gastonia,North Carolina,35.262082,-81.1873005,37071,Gaston,800.0,Gastonia,North Carolina,NC,80.42,83.72,85.42,87.33,74.15,78.92,81.23,84.57,84.2,79.7,85.9,77.3,82.0,10.4,6.9,8.6,37071,NC,430
453,Michigan,Southfield,21.700000000000003,30.8,14.3,6.7,7.0,19.099999999999994,3.4,31.400000000000006,71.2,69.4,6.8,11.3,18.6,32.5,13.2,11.700000000000003,41.7,39.6,18.599999999999994,11.2,35.1,15.299999999999997,12.1,25.3,42.5,4.1,20.0,13.3,2674900,71739,49,Southfield,Michigan,42.473368900000004,-83.2218731,26125,Oakland,11600.0,Detroit,Michigan,MI,79.52,83.21,85.26,86.98,73.8,78.92,81.68,84.25,83.7,79.7,85.6,76.7,81.7,10.5,7.5,8.9,26125,MI,357
454,Rhode Island,Pawtucket,19.400000000000006,26.0,15.3,7.9,6.6,23.599999999999994,2.8,36.5,69.2,70.3,6.6,12.2,20.9,38.6,10.6,14.799999999999997,33.2,34.7,19.599999999999994,15.7,30.3,17.200000000000003,15.6,33.4,42.1,3.3,22.5,19.6,4454640,71148,51,Pawtucket,Rhode Island,41.878710999999996,-71.38255579999999,44007,Providence,20401.0,Providence,Rhode Island,RI,83.09,85.09,86.47,87.89,77.04,80.52,82.96,85.3,85.6,81.5,86.6,80.1,83.6,8.3,4.8,6.5,44007,RI,340
455,Michigan,Rochester Hills,27.900000000000006,25.9,18.8,5.3,7.2,17.700000000000003,2.4,29.200000000000003,64.8,62.7,5.2,9.0,14.9,21.599999999999994,7.6,7.700000000000003,29.2,38.4,20.400000000000006,9.3,24.5,15.599999999999994,9.0,19.0,33.8,2.3,24.599999999999994,8.2,2669035,70995,75,Rochester Hills,Michigan,42.6583661,-83.14993220000001,26125,Oakland,11600.0,Detroit,Michigan,MI,79.52,83.21,85.26,86.98,73.8,78.92,81.68,84.25,83.7,79.7,85.6,76.7,81.7,10.5,7.5,8.9,26125,MI,98
456,Delaware,Wilmington,25.799999999999997,25.6,14.1,7.4,5.6,27.5,3.2,39.6,71.7,70.1,6.2,11.3,22.9,45.6,13.9,18.0,37.6,35.2,19.900000000000006,14.3,36.7,16.900000000000006,14.3,33.9,44.2,4.2,23.099999999999994,19.9,1077580,70851,41,Wilmington,Delaware,39.7459467,-75.5465889,10003,New Castle,19800.0,Wilmington,Delaware,DE,80.41,83.5,85.13,87.76,74.37,78.93,81.91,84.98,84.2,80.0,86.4,77.4,82.1,10.6,7.4,9.0,10003,DE,434
457,Wisconsin,Waukesha,34.7,21.1,25.1,4.6,6.1,25.5,2.2,34.900000000000006,67.4,67.5,4.8,9.4,17.8,28.299999999999997,7.0,9.5,26.1,34.3,23.5,10.6,27.4,16.400000000000006,10.2,21.3,29.8,2.2,27.799999999999997,11.9,5584250,70718,69,Waukesha,Wisconsin,43.0116784,-88.2314813,55133,Waukesha,24100.0,Milwaukee,Wisconsin,WI,80.77,83.97,85.34,87.53,75.05,79.77,82.63,85.04,84.4,80.6,86.3,77.9,82.5,10.0,6.8,8.4,55133,WI,151
458,Minnesota,Plymouth,29.0,18.6,20.8,3.5,6.6,19.700000000000003,2.1,29.299999999999997,66.8,60.3,4.1,7.4,12.2,20.200000000000003,6.3,5.400000000000006,23.6,31.3,20.799999999999997,7.6,21.4,13.200000000000003,7.6,16.1,27.0,2.0,24.299999999999997,6.0,2751730,70576,90,Plymouth,Minnesota,45.01051939999999,-93.4555093,27053,Hennepin,21501.0,Minneapolis,Minnesota,MN,81.75,84.4,86.51,88.06,77.16,80.82,83.6,86.16,85.2,81.9,87.1,79.5,83.6,9.0,6.3,7.6,27053,MN,12
459,Texas,Pharr,37.4,20.1,12.8,6.2,4.5,36.8,3.6,54.8,71.8,74.7,6.9,8.1,15.9,53.0,15.8,48.3,31.6,39.6,33.5,14.1,39.0,29.799999999999997,17.3,37.3,33.4,3.4,26.200000000000003,16.9,4857200,70400,26,Pharr,Texas,26.1947962,-98.1836216,48215,Hidalgo,31600.0,Brownsville,Texas,TX,86.0,85.85,86.08,87.68,81.09,82.43,83.25,84.69,86.4,82.9,86.2,83.5,84.6,3.6,1.7,2.7,48215,TX,490
460,California,Pleasanton,34.0,18.8,17.4,3.6,6.3,17.200000000000003,2.0,29.900000000000006,64.1,67.4,4.0,8.1,9.4,23.5,6.8,5.700000000000003,23.5,30.1,21.5,8.7,17.3,14.599999999999994,8.2,14.3,29.9,1.9,29.299999999999997,6.1,0657792,70285,93,Pleasanton,California,37.6624312,-121.8746789,06001,Alameda,37800.0,San Francisco,California,CA,84.56,85.18,86.35,88.11,79.71,81.49,83.31,85.79,86.1,82.6,87.0,82.1,84.4,6.1,3.5,4.9,06001,CA,5
461,Washington,Auburn,40.8,22.6,19.3,6.1,6.0,30.299999999999997,2.6,38.7,70.0,68.3,5.2,10.1,17.4,36.1,8.4,13.5,27.8,35.6,31.099999999999994,13.1,27.1,23.200000000000003,12.3,19.4,33.6,2.9,33.8,14.4,5303180,70180,60,Auburn,Washington,47.307322799999994,-122.22845320000002,53033,King,39400.0,Seattle,Washington,WA,82.57,84.67,85.99,87.92,77.46,80.71,83.24,85.73,85.3,81.8,86.8,80.0,83.6,8.3,5.4,6.8,53033,WA,237
462,North Carolina,Jacksonville,34.400000000000006,14.8,22.0,4.5,3.3,39.8,1.7,32.900000000000006,61.5,62.6,3.3,8.7,22.2,38.5,5.5,22.0,22.0,26.5,21.599999999999994,13.3,25.9,18.599999999999994,9.5,24.1,35.2,1.8,38.1,18.2,3734200,70145,73,Jacksonville,North Carolina,34.7540524,-77.43024150000001,37133,Onslow,1900.0,Jacksonville,North Carolina,NC,81.33,83.98,85.55,86.65,75.23,79.41,82.39,84.65,84.4,80.4,85.6,78.3,82.4,9.4,5.3,7.3,37133,NC,113
463,Indiana,Muncie,35.8,24.3,15.0,8.5,5.6,38.1,2.7,45.6,69.5,72.9,6.7,10.8,25.3,46.1,9.7,17.599999999999994,31.0,37.4,31.5,16.3,33.5,31.5,14.3,30.0,38.0,3.4,26.299999999999997,20.4,1851876,70085,39,Muncie,Indiana,40.1933767,-85.3863599,18035,Delaware,14000.0,Muncie,Indiana,IN,80.56,83.24,85.68,85.94,73.08,79.73,81.59,84.39,83.9,79.7,85.2,76.8,81.8,11.3,5.4,8.4,18035,IN,448
464,Arkansas,Springdale,36.4,22.2,14.0,7.6,5.3,33.599999999999994,2.7,50.3,70.0,73.2,6.4,9.9,24.5,51.6,10.4,22.299999999999997,31.8,35.7,35.8,15.2,32.5,26.900000000000006,15.4,34.6,36.7,3.0,27.0,24.4,0566080,69797,39,Springdale,Arkansas,36.18674420000001,-94.1288142,05143,Washington,30300.0,Fayetteville,Arkansas,AR,81.04,83.63,85.46,87.17,76.15,79.77,82.75,83.83,84.3,80.6,85.5,78.6,82.4,7.7,6.1,6.9,05143,AR,450
